任务ID,名称,工序,批次,首批序,资产ID,场次,前置任务,验收条件,英文提示词,状态,拟定文件名
MB-C59-FULL,窄额带刺客｜全身干衣,MJ,B,,C59,GJ-EP01-SC01,MB-C59-FACE,原创成年身份工作提案；与另四名刺客脸形和体量不同；真名未定、不带门派徽记；衣型、体量和脸沿已选母版；干衣无新伤,"Single fictional Chinese man, age 29, short compact lean build, diamond-shaped face, defined cheekbones, short jaw, narrow eyes. low tied black hair with a narrow dark gray forehead band. gray-blue fitted-sleeve short travel robe. Front-facing full-length standing costume study, both hands relaxed and visible, feet included. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C59-FULL__v01__candidate.png
MB-ENV-S01,春泽桥前竹木密林道空景,MJ,A,8,S01,GJ-EP01-SC01,POST-PLAN-FOREST,竹丛与高树密集，道弯宽段可供一车与护送人员活动；前方林口通桥，主战区不出现桥面或护栏；空底仅冷夜光，车灯在人车绑定时加入；不生世隙，不把九人合成一体 宽段与外缘避让空地分开，能容车、十匹马和地面动作；无人空底不生成马。 车道需容双马并排牵引，不只容单马车宽；另八匹坐骑的外缘避让区不并入两匹牵引马位置。,"An empty old cart road winding through dense bamboo interwoven with tall dark woodland trees, wet winter foliage arching overhead. A broad passing bay at the bend, muddy wheel ruts, shallow puddles and scattered bamboo leaves, continuous walkable ground beside the cart track. The road leads toward a distant forest opening; the stone bridge beyond remains hidden by the bend and vegetation. Rainy night, cool diffuse light through canopy gaps, irregular leaf shadows, deep green and charcoal tones, readable ground and layered trunks. Live-action Chinese costume drama set, no people, no vehicles, no lanterns, no visible bridge deck. A separate empty roadside holding verge beside the passing bay has room for eight unmounted horses, outside the ground-action space; no horses present in this empty set study. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-ENV-S01__v01__candidate.png
MB-ENV-S02,南街汤摊与街口,MJ,B,,S02,GJ-EP01-SC02;GJ-EP02-SC03;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04,,摊位不堵全街；顾府、短墙与西巷相接另由人工平面图锁定,"An ordinary street in a fictional Chinese capital, layered timber shopfronts, a small covered soup stall beside a continuous walkway, a steaming pot and bowls under warm practical stall lanterns, damp stone paving, cool rainy night beyond the awning. Empty of identifiable people, lived-in rather than a palace avenue. --ar 16:9 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-ENV-S02__v01__candidate.png
MB-ENV-S03-COURT,顾府外院,MJ,A,7,S03,GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,POST-PLAN-COURT,南正门北前厅、西厢临外院；无中央水池，无额外秘道 西厢室外沿墙预留八匹马空地，入口和西侧道不堵；空景不画马，卧具区不改马厩。,"An old Chinese family courtyard seen from its south gate toward the north reception hall, west guest-room doors facing the open courtyard, east and west covered passages. Faded dark-red gate paint, refined weathered timber, blue-gray stone paving, a rain-catching basin kept beside a wall, no central pool. Cool overcast morning through the open sky, soft reflected light from pale plaster, empty walkable center. An empty temporary horse-holding space runs along the outer wall outside the west lodging wing, clear of all doors and the side passage, with room for eight horses; no animals present. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-ENV-S03-COURT__v01__candidate.png
MB-ENV-S03-HALL,前厅固定大案,MJ,A,6,S03,GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,POST-PLAN-COURT,固定大案与可移动小案分开，真票在内、来人隔门,"A modest old Chinese reception hall facing south into an open courtyard, a fixed large wooden table in the hall and a separate small portable table beside its doorway, east passage toward a study, west passage toward a bedroom. Fine repaired timber joinery, faded paint and a rain basin in one corner, overcast morning light from the south opening. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-ENV-S03-HALL__v01__candidate.png
MB-ENV-S03-W,外院西厢,MJ,B,,S03;S03-W,GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,POST-PLAN-COURT,是九卒临住处，不是外库；九套铺盖与包后期逐件摆，不靠MJ数数,"A practical west guest room opening east onto an old Chinese courtyard, folded temporary bedding, separate personal travel bags along the inner wall, a low bench and plain iron cooking pot. Neatly used timber and cotton, soft cool morning light from the open east-facing door, empty room with a clear passage to the courtyard. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-ENV-S03-W__v01__candidate.png
MB-ENV-S04,书房,MJ,A,5,S04,GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06,POST-PLAN-COURT,窗朝府内、窗下柜、门内闩、铜镜案灯位置可复现；无祭坛、暗门光,"A small old Chinese study, an inward-bolted wooden door to the corridor, a paper lattice window facing the inner courtyard with a low wooden cabinet directly beneath it, a desk and a plain standing bronze mirror on the desk. Warm oil lamp on the desk, weak cool night light through the paper window, polished aged timber, empty room, no symbols or altar. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-ENV-S04__v01__candidate.png
MB-ENV-S05,卧房,MJ,B,,S05,GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC05,POST-PLAN-COURT,与书房分房；不复制碎杯、铜镜、松窗闩,"A small Chinese bedroom separate from the study, a plain wooden bed against the inner wall, low bedside table, cloth screen and clear access from the corridor door. A sheltered oil lamp lights the bed gently, cool night ambience at a paper window, warm-gray bedding and repaired fine timber, no mirror or broken cup. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-ENV-S05__v01__candidate.png
MB-ENV-S06-WELL,后院井边,MJ,B,,S06,GJ-EP02-SC04,POST-PLAN-COURT,韩在府内洗手，不外出；井与外库门不混成同一点,"A small rear courtyard behind an old Chinese reception hall, a well and washing basin along the side, a short covered passage leading back to the front courtyard. Damp gray paving, plain wooden water bucket, cool overcast morning with soft sky reflections in the basin, empty safe walkway. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-ENV-S06-WELL__v01__candidate.png
MB-ENV-S06-K,外库门前,MJ,B,,S06;S06-K,GJ-EP01-SC03;GJ-EP02-SC04,POST-PLAN-COURT,第一集无封条、不展示里面、无遗信或发光机关,"The exterior doorway of an ordinary old storage room beside a rear courtyard passage, simple unsealed wooden door, worn threshold and plain wall, warm spill from a corridor oil lantern against a cool rainy night. Door partly ajar into unlit ordinary storage, contents not visible. --ar 16:9 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-ENV-S06-K__v01__candidate.png
MB-ENV-S07,现代岩壁局部,MJ,B,,S07,GJ-EP01-SC05,,只有主动收工局部；不画坠崖、尸体、现代正脸,"A close view of an outdoor climbing rock face meeting firm flat ground, a small section of a slack climbing rope, cool diffuse daylight, realistic rough stone and ordinary vegetation at the edge, no people or cliff fall, contemporary outdoor photographic finish. --ar 16:9 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-ENV-S07__v01__candidate.png
MB-P01-BASE,双轮敞棚小车,MJ,B,,P01,GJ-EP01-SC01,,双轮低敞棚车，双马并排牵引用中央车辕外观，一盏有罩小行灯固定车前；空车不生成马。两匹牵引马另做，与车具组合时核接触及遮挡，不复用单马双侧辕构型；受阻连两马留林道，绝非王寿租车。车具仅影视外观，结构和动物安全由专业团队审阅。,"A low two-wheeled wooden travelling cart with an open-sided cloth canopy, worn working timber, one central draw pole for a side-by-side two-horse team and visible wheel hubs, one small enclosed travel lantern fixed at the front, side three-quarter view on neutral ground, diffuse studio light, complete unobstructed cart silhouette, no horses, no people. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P01-BASE__v01__candidate.png
MB-P02-BASE,顾砚软口私人行囊,MJ,A,9,P02,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP02-SC02;GJ-EP02-SC05,,软口和小体量，不用许照邻方口包；军引、布套、零钱可容纳,"One small soft-mouthed dark cloth travel bag, tied opening, worn dense cotton, modest bulge from folded papers and personal belongings, three-quarter object view on warm-gray ground, soft side light revealing seams. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P02-BASE__v01__candidate.png
MB-P03-BASE,军引空底与雨损,MJ,B,,P03,GJ-EP02-SC02,,正字另贴顾砚；雨损角不吞姓名，军引不与退籍路凭共版,"One folded off-white travel document with a softly water-stained lower corner, visible paper fibers and a reserved clear area for lettering, top-down view under even diffuse light, plain background, no writing. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P03-BASE__v01__candidate.png
MB-P04-BASE,褐色布套与旧票,MJ,A,10,P04,GJ-EP02-SC02;GJ-EP02-SC05;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,,先定套与票的比例；闭合/打开派生不得变成新证物或秘籍,"One small brown cloth sleeve with several folded yellowed paper slips resting beside its opening, neat old creases, understated everyday military supply paperwork, top-down view on neutral cloth under diffuse light, blank surfaces for later lettering. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P04-BASE__v01__candidate.png
MB-P06-BASE,E1a领条空底,MJ,A,11,P06,GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,,必须保留收件人空白；无车行印、无官府大印，文字后制,"One narrow plain off-white paper slip laid flat, gently uneven handmade edges, a large clear lower area for later recipient and return-location lettering, top-down evenly lit object photograph, no writing. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P06-BASE__v01__candidate.png
MB-P07-BASE,E1b租单空底,MJ,B,,P07,GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,,与E1a纸形色阶、折痕可区分；不能写梁朔或共用徽记,"One small folded warm-tan rental paper with a visible horizontal crease, blank reserved blocks for a date, pickup place, return place and deposit, top-down flat object view, diffuse light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P07-BASE__v01__candidate.png
MB-P08-BASE,东巡所收件纸空底,MJ,B,,P08,GJ-EP03-SC05,,领条租单两行，刀另注；准确汉字由后制，不由MJ证明,"One fresh small pale paper receipt, a clear ruled layout with separate blank item lines and a lower signing area, top-down flat view, soft even light, no lettering. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P08-BASE__v01__candidate.png
MB-P09-BASE,完整杯母形,MJ,B,,P09,GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06,,完整/碎裂必须同杯，碎片单独延展；不是毒杯,"One small plain pale ceramic drinking cup with a modest rounded lip and subtle glaze variation, isolated three-quarter view, soft side light, neutral background. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P09-BASE__v01__candidate.png
MB-P10-BASE,布药箱,MJ,B,,P10,GJ-EP01-SC03;GJ-EP02-SC01;GJ-EP02-SC05;GJ-EP03-SC05,,顾伯照护物，普通无神医符纹；张济诊具另在摆设项,"One modest cloth-wrapped wooden medicine box with plain compartments closed, warm-gray cotton wrap, careful old stitching, neutral tabletop object view, soft side lighting. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P10-BASE__v01__candidate.png
MB-P11-BASE,王寿短刃外观,MJ,B,,P11,GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,,仅外观道具概念，不给尺寸磨刃或操作方法；不加上游徽记,"One plain compact theatrical short blade with a simple dark handle and a matching closed scabbard beside it, dull low-gloss metal, neutral horizontal product view, diffuse light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P11-BASE__v01__candidate.png
MB-P12-BASE,现代袖与绳局部,MJ,B,,P12,GJ-EP01-SC05,,现代29岁陈渡局部，不是杨舟，不是坠落，不作绳具操作教程,"A cropped chalk-dusted adult Chinese man's hand withdrawing from rock after a climb, ordinary gray-blue modern outdoor sleeve, slack rope at the side and stable ground below, diffuse daylight, no face in frame. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P12-BASE__v01__candidate.png
MB-P14-BASE,浅灰干衣版型,MJ,B,,P14,GJ-EP01-SC03,,穿上后的原顾今顾共版；不增华服或第二套脸,"One folded pale-gray cross-collar inner robe made of dense soft cotton, smoky-gray edging, precise plain seams, neutral tabletop view under diffuse light, no embroidery or jewellery. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P14-BASE__v01__candidate.png
MB-P15-BASE,糖罐与勺,MJ,B,,P15,GJ-EP02-SC05;GJ-EP03-SC05,,与厨房盐罐位置区分，药杯/碎杯不共用；三集形制连续,"One small plain glazed sugar jar with its lid beside it and a simple wooden spoon, pale granular sugar just visible at the mouth, warm-gray background, soft object lighting. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P15-BASE__v01__candidate.png
MB-P16-BASE,单片退制阵甲,MJ,A,12,P16,GJ-EP01-SC01;GJ-EP03-SC03,,一片母形、无悬浮；九人的旧磨痕后期做个体变体，不让新图增加法力,"One small worn copper-colored fictional training plate with restrained engraved channels, a plain attachment loop and edge wear, dark neutral background, raking side light showing shallow relief, unlit metal. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P16-BASE__v01__candidate.png
MB-P17-BASE,退籍路凭空底,MJ,B,,P17,GJ-EP02-SC04,,九人分属姓名后制，不能用顾砚军引；不变召令,"One modest folded retirement travel paper wrapped in plain dry cloth, blank paper face with a small reserved equipment-record area, flat object study under diffuse light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P17-BASE__v01__candidate.png
MB-P18-BASE,共同饭钱账,MJ,B,,P18,GJ-EP02-SC04;GJ-EP03-SC05,,许的伙食账，不是顾府发军饷；钱袋另拆单物任务,"One very thin hand-bound household ledger lying closed on neutral cloth, plain faded blue-gray paper cover, slight page wear, a simple blank label area, soft top lighting. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P18-BASE__v01__candidate.png
MB-P19-BASE,普通骑乘马与旅鞍母形,MJ,B,,P19,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,,只探索单匹骑乘马母形，不是八匹成组结果；旅鞍不同于P01挽具，后续按H01—H08派生个体与绑定骑手,"One ordinary adult bay riding horse with black mane and tail, simple period travel saddle and restrained cloth saddle bags, standing quietly on level ground, full side view, natural proportions, neutral background and diffuse light, no rider, no cart harness, no armor. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P19-BASE__v01__candidate.png
MB-P20-BASE,九卒轻皮甲空甲母形,MJ,B,,P20,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,,P20只是九套同形轻甲母形；不改变各人衣色、不替代P16导息铜片、不穿透发光；再按九人体量派生，非实物防护性能证明,"One fictional period short light leather armor costume displayed on a faceless neutral torso stand, matte dark-brown leather, soft shoulder edges, thin padded lining, short split skirt panels, cloth-bound edges and sparse dark rivets, visible empty collar opening, carefully maintained wear, no metal breastplate, no glowing marks, no helmet, no weapons, no modern tactical vest, isolated three-quarter costume study, diffuse neutral light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P20-BASE__v01__candidate.png
MB-C01-RAIN-PRE,原顾雨夜受袭前,MJ,B,,C01,GJ-EP01-SC01,MB-C01-FULL,受袭前未有这次擦破；原顾熟练克制；全身左右以角色自身为准,"Single fictional Chinese man, age 24, a long oval face, defined cheekbones, thick straight brows, slender almond dark-brown eyes with shallow inner folds, straight nose, defined cupid's bow, slightly fuller lower lip, warm wheat skin, clean-shaven, tall lean athletic build. long black hair in one neat topknot with a plain dark wooden pin. rain-soaked ink-blue travel robe over smoky-gray layers, old bandaging concealed under the left shoulder, both feet grounded, right hand holding a plain sheathed travel blade. Single full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C01-RAIN-PRE__v01__candidate.png
MB-C01-RAIN-POST,原顾雨夜受袭后,MJ,B,,C01,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C01-RAIN-PRE,只有左肩旧伤震动加擦伤；不露深伤、不改脸,"Single fictional Chinese man, age 24, a long oval face, defined cheekbones, thick straight brows, slender almond dark-brown eyes with shallow inner folds, straight nose, defined cupid's bow, slightly fuller lower lip, warm wheat skin, clean-shaven, tall lean athletic build. long black hair in one neat topknot with a plain dark wooden pin. rain-soaked ink-blue travel robe with a small fresh abrasion tear and restrained blood stain on his own left shoulder, right hand shielding that shoulder, tense but upright stance. Single full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C01-RAIN-POST__v01__candidate.png
MB-C01-DRY,浅灰干衣与左肩包扎,MJ,B,,C01;C02;P14,GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,MB-C01-FULL,C01换衣后与C02同一母版；左臂不作承重；膝碰痛不擅添可见开放伤,"Single fictional Chinese man, age 24, a long oval face, defined cheekbones, thick straight brows, slender almond dark-brown eyes with shallow inner folds, straight nose, defined cupid's bow, slightly fuller lower lip, warm wheat skin, clean-shaven, tall lean athletic build. long black hair in one neat topknot with a plain dark wooden pin. dry pale-gray inner robe with smoky-gray edging, plain layered cross-collar, bandaging at his own left shoulder, injury-side sleeve worn loose, natural upright resting pose, no weapon in hand. Single full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C01-DRY__v01__candidate.png
MB-C06-RAIN-PRE,黄祁雨夜遮面状态,MJ,B,,C06,GJ-EP01-SC01,MB-C06-FULL,面罩是可脱外观，不替代独立脸；无徽记；本次制作用右手持刃,"Single fictional Chinese man, age 34, a long rectangular face with high clear cheekbones, angled brows, narrow eyes, tall wiry athletic build. black hair bound close to the head, face unobscured in this identity study. wet black and charcoal travel clothes, plain dark rain hat, lower-face cloth covering only the lower half of the face, brows and eyes visible, right hand at a plain sheathed blade. Single full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C06-RAIN-PRE__v01__candidate.png
MB-C06-RAIN-POST,黄祁受惊撤退湿衣,MJ,B,,C06,GJ-EP01-SC01,MB-C06-RAIN-PRE,无新增伤口；只改停手戒备表演与面巾偏动，不画右上臂血伤；撤退仍可独立行动,"Single fictional Chinese man, age 34, a long rectangular face with high clear cheekbones, angled brows, narrow eyes, tall wiry athletic build. black hair bound close to the head, face unobscured in this identity study. wet black and charcoal travel layers, displaced lower-face cloth revealing part of his side face, unbroken sleeves without blood stains, tense arrested posture and wary sideways gaze, right arm held close without a wound. Single full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C06-RAIN-POST__v01__candidate.png
MB-C07-RAIN,罗顺雨帽与湿衣,MJ,B,,C07,GJ-EP01-SC01,MB-C07-FULL,无新增血伤，无黄祁伤血转沾；脸与灰褐雨衣同母版,"Single fictional Chinese man, age 26, a short square-round face, thick straight brows, broad eyes, solid nose wings and jaw, strong neck and shoulders. black hair tied simply, ordinary gray-brown rain hat worn back to show the face. ordinary gray-brown rain hat over tied hair, wet gray-brown short travel coat with dark blue inner collar, damp fitted sleeves, grounded stance. Single full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C07-RAIN__v01__candidate.png
MB-C02-FEAR,今顾收住的害怕,MJ,B,,C02,GJ-EP01-SC05;GJ-EP01-SC06;GJ-EP02-SC02,MB-C01-DRY,同脸、只变表演；不换瞳色，不化妆成第二个人,"Single fictional Chinese man, age 24, a long oval face, defined cheekbones, thick straight brows, slender almond dark-brown eyes with shallow inner folds, straight nose, defined cupid's bow, slightly fuller lower lip, warm wheat skin, clean-shaven, tall lean athletic build. long black hair in one neat topknot with a plain dark wooden pin. dry pale-gray cross-collar inner robe, loose left shoulder wrapping, lips parting slightly before he holds back a question, eyes alert and unsure, head-and-shoulders portrait. Head-and-shoulders performance study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 3:4 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C02-FEAR__v01__candidate.png
MB-C02-FOCUS,今顾问清再交,MJ,B,,C02,GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC05,MB-C01-DRY,认真来自选择，不靠邪魅笑或新战斗装备,"Single fictional Chinese man, age 24, a long oval face, defined cheekbones, thick straight brows, slender almond dark-brown eyes with shallow inner folds, straight nose, defined cupid's bow, slightly fuller lower lip, warm wheat skin, clean-shaven, tall lean athletic build. long black hair in one neat topknot with a plain dark wooden pin. dry pale-gray cross-collar inner robe, left sleeve loose, calm direct gaze with a slight tightening at the mouth, head-and-shoulders portrait. Head-and-shoulders performance study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 3:4 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C02-FOCUS__v01__candidate.png
MB-C57-RAIN,灰领刺客雨夜湿衣,MJ,B,,C57,GJ-EP01-SC01,MB-C57-FULL,只改湿度与泥痕，脸和衣领袖色同母版；单人状态不含其他刺客,"Single fictional Chinese man, age 32, tall slender build, long oval face, straight fine brows, narrow jaw. low tied black hair. deep ink-green short travel coat with a pale gray inner collar, rain-soaked cloth, damp hems, no fresh wounds, plain period sheathed blade at the side. Single full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C57-RAIN__v01__candidate.png
MB-C58-RAIN,褐袖刺客雨夜湿衣,MJ,B,,C58,GJ-EP01-SC01,MB-C58-FULL,只改湿度与泥痕，脸和衣领袖色同母版；单人状态不含其他刺客,"Single fictional Chinese man, age 38, broad shoulders, thick upper torso, broad long face, low straight brows, broad straight nose. compact tied black hair. charcoal travel robe with brown outer sleeves and dark gray cross-collar, rain-soaked cloth, damp hems, no fresh wounds, plain period sheathed blade at the side. Single full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C58-RAIN__v01__candidate.png
MB-C59-RAIN,窄额带刺客雨夜湿衣,MJ,B,,C59,GJ-EP01-SC01,MB-C59-FULL,只改湿度与泥痕，脸和衣领袖色同母版；单人状态不含其他刺客,"Single fictional Chinese man, age 29, short compact lean build, diamond-shaped face, defined cheekbones, short jaw, narrow eyes. low tied black hair with a narrow dark gray forehead band. gray-blue fitted-sleeve short travel robe, rain-soaked cloth, damp hems, no fresh wounds, plain period sheathed blade at the side. Single full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C59-RAIN__v01__candidate.png
MB-C03-ARMOR,韩青｜归途轻甲与佩兵,MJ,B,,C03;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C03-FULL;MB-P20-BASE;POST-KIT,比顾砚脸短宽，灰青窄袖；成熟炼身，不是少年将军；灰蓝窄袖与年轻清爽的脸不变，皮甲腰侧留出坐车的衣摆层次，素灰蓝束发。腰刀与鞘；驾车和扶原顾时在鞘内，别人接住伤者后才腾手参与。；只加P20轻甲及本人P21，不改脸、衣色或境界；1-3卸甲，1-4以后用常服FULL,"Single fictional Chinese man, age 25, a compact face broader through the cheeks, open almond eyes, straight brows, rounded nose tip, clean square jaw, sun-tanned warm skin, clean-shaven, strong shoulders and forearms. black hair in a compact topknot tied with gray-blue cloth. gray-blue narrow-sleeved travel jacket, thin wool inner layer, plain waist belt, neatly finished cotton cuffs, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain waist blade sheathed at his belt, both hands free. Full-length neutral standing costume study, equipment at rest, no combat pose. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C03-ARMOR__v01__candidate.png
